Stars,Review Text,Review Date,Review Helpful,Random,Sentiment Lael,Sentiment Score
5.0 out of 5 stars,Really great for night bike rides. Bright and really effective.,"Reviewed in the United States on April 10, 2021",No Data,1,POSITIVE,0.9925289154052734
5.0 out of 5 stars,Front and back function well. Easy to attach. I use #3 setting.,"Reviewed in the United States on February 20, 2021",No Data,1,POSITIVE,0.9918870329856873
3.0 out of 5 stars,The front light is pretty bright but the back one cuts out frequently.  I am not sure the charge lasts as long as they say but not bad for the price,"Reviewed in the United States on November 22, 2020",No Data,1,POSITIVE,0.9868017435073853
5.0 out of 5 stars,This product is well made. It has all the features of the expensive kits. The lights are bright and have long battery life.  Both front and rear lights are rechargeables.,"Reviewed in the United States on October 29, 2020",No Data,1,POSITIVE,0.986270546913147
5.0 out of 5 stars,I bought this for my son's bike. It's really easy to use and helps me keep track of him when it starts to get dark. He loves it.,"Reviewed in the United States on December 17, 2020",No Data,1,POSITIVE,0.9868667125701904
5.0 out of 5 stars,"Awesome light set for your bike! Super bright, easy to clip on & take off & it's rechargeable by USB. Definitely worth it! Great quality!","Reviewed in the United States on January 31, 2020",No Data,1,POSITIVE,0.9812756776809692
5.0 out of 5 stars,These lights were considerably less expensive than others I saw in bike stores and they work tremendously. I blinded my kids with the headlight :) They are simple to attach and the batteries last the three hours I ride with them on for my commute. I would recommend these to anyone.,"Reviewed in the United States on May 31, 2019",No Data,1,POSITIVE,0.9907049536705017
5.0 out of 5 stars,"Serves to the purpose, overall a good dealOnly thing could be better is the battery life but it’s totally ok considering how much I paid for","Reviewed in the United States on January 10, 2020",No Data,1,POSITIVE,0.983959972858429
5.0 out of 5 stars,Good buy for the price,"Reviewed in the United States on March 6, 2021",No Data,1,POSITIVE,0.9922027587890625
5.0 out of 5 stars,East to install,"Reviewed in the United States on September 18, 2021",No Data,1,POSITIVE,0.9929304122924805
5.0 out of 5 stars,Excelente producto,"Reviewed in the United States on July 5, 2021",No Data,1,POSITIVE,0.9926366806030273
5.0 out of 5 stars,"Price is reasonable, Light is bright and easy to mount.","Reviewed in the United States on May 21, 2020",No Data,1,POSITIVE,0.9869131445884705
5.0 out of 5 stars,Super easy to take on and off. Very bright and several options for the lights to flash or be dimmed.  Bought it for my bike but I also took the headlight for a walk with my son one night because it was so easily removed.,"Reviewed in the United States on January 19, 2021",No Data,1,POSITIVE,0.9892492294311523
5.0 out of 5 stars,Very pleased with this product.,"Reviewed in the United States on December 22, 2020",No Data,1,POSITIVE,0.9868029952049255
5.0 out of 5 stars,Nice stuff. I was expecting worse for $12. Well worth it.,"Reviewed in the United States on September 19, 2019",No Data,1,POSITIVE,0.992247462272644
5.0 out of 5 stars,"I just bought and used this product on a bikepacking trip in Vermont. It worked fantastically. The front light is incredibly bright, making it easy to see in the dark. Loved all of the different settings on the backlight. Felt like I was easily seen the entire trip. Would definitely recommend it!","Reviewed in the United States on September 28, 2020",No Data,1,POSITIVE,0.987360954284668
5.0 out of 5 stars,This light is awesome very bright better than what I expected it.  Very easy to mount my kid can do it.  I am purchasing another 2 for my kids my wife uses this one in the meantime,"Reviewed in the United States on May 7, 2021",No Data,1,POSITIVE,0.991727352142334
5.0 out of 5 stars,So far so good! Every time we go on a ride our friends are impressed by how bright these things are. Super easy to install and remove which is great because I swap them between bikes. I would buy again and have recommended to friends.,"Reviewed in the United States on September 12, 2020",No Data,1,POSITIVE,0.9900639653205872
5.0 out of 5 stars,Excellent light and very inexpensive. I put it on my skateboard.,"Reviewed in the United States on July 21, 2020",No Data,1,POSITIVE,0.9874146580696106
2.0 out of 5 stars,"The front light seems to still be going strong with about 2x a month usage. The rear light has stopped working and stopped taking a charge a few months ago. it turns on when it's plugged into the charging cable but it does not turn on when removed. While charging the little led inside the light (in the circuit board) should light up red and then turn to green when finished - this is how it's always worked up until recently. now it goes straight to green when I plug it in, but this is obviously incorrect as there is no light when unplugged.","Reviewed in the United States on July 15, 2021",No Data,1,POSITIVE,0.991685688495636
5.0 out of 5 stars,"I never rode at night so I never had to worry about a light. I live in a 55+ development and people her don't see as well as they may have. I saw some other riders with lights and during the morning hours I could see them a good way off. Since I have started riding with the Ascher lights all I get are compliments. From walkers and other bike riders. They keep asking and I keep yelling Amazon. I'll have to add Ascher to my yelling on the way by. I have started to ride at night and instead of the high speed flash I use the continuous white. The flashing light during the day has stopped a few people from backing out of their driveways. I just ordered a second set so that when I am riding at night I have a spare. Good investment. Oh, I am 77 and ride almost everyday, 2 hours minimum and 20 miles. Good Times","Reviewed in the United States on September 6, 2020",No Data,1,POSITIVE,0.9897202849388123
1.0 out of 5 stars,"Got it 5 months ago. Rarely ride in the dark so I didn't use it except when I initially got it to make sure it worked. When I used it initially for real the first time, it didn't work. I figured the charge had depleted even though I never used it so I 'recharged' it overnight. Tried to use it again a month later and the exact same thing. Even when it's plugged in, if I turn the light on, an LED light flashes and it turns off. Something is broken and I'm beyond my return window so I'm screwed basically","Reviewed in the United States on May 21, 2021",No Data,1,POSITIVE,0.9918935894966125
5.0 out of 5 stars,"I like that these are rechargeable and have multiple patterns (full/half brightness, slow/fast flashing). I feel much safer riding at any time of day or night with these. I usually use the rear red light in one of the flashing modes at all times. During daylight, dusk, or dawn the white light is in flashing mode. At night, it clearly lights the road even on half brightness. I will likely give these as gifts once I've tested them out long-term. Great product at a great price and a must-have accessory!","Reviewed in the United States on May 4, 2021",No Data,1,POSITIVE,0.9927747249603271
